project_id	characteristics[strain/breed]	comment[data file]	fasta	exclude	exclude_reason	labelling
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_81.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_82.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_83.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_84.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_85.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_86.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_87.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_88.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_89.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_9.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_90.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_91.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_92.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_93.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_94.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_95.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_96.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_97.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_98.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.secpep.sil0_99.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD030650	E. coli BA102	S9026TQ_01.raw	uniprot_UP000000625_17-11-22_K12	FALSE		TMT
PXD030650	E. coli BA102	S9026TQ_02.raw	uniprot_UP000000625_17-11-22_K12	FALSE		TMT
PXD030650	E. coli BA102	S9026TQ_03.raw	uniprot_UP000000625_17-11-22_K12	FALSE		TMT
PXD030650	E. coli BA102	S9026TQ_04.raw	uniprot_UP000000625_17-11-22_K12	FALSE		TMT
PXD030650	E. coli BA102	S9026TQ_05.raw	uniprot_UP000000625_17-11-22_K12	FALSE		TMT
PXD030650	E. coli BA102	S9026TQ_06.raw	uniprot_UP000000625_17-11-22_K12	FALSE		TMT
PXD030650	E. coli BA102	S9026TQ_07.raw	uniprot_UP000000625_17-11-22_K12	FALSE		TMT
PXD030650	E. coli BA102	S9026TQ_08.raw	uniprot_UP000000625_17-11-22_K12	FALSE		TMT
PXD030650	E. coli BA102	S9026TQ_09.raw	uniprot_UP000000625_17-11-22_K12	FALSE		TMT
PXD030650	E. coli BA102	S9026TQ_010.raw	uniprot_UP000000625_17-11-22_K12	FALSE		TMT
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20130113_Ecoli_IB_P04-P23_IDA_1.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20130113_Ecoli_IB_P12-P35_IDA_1.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20130113_Ecoli_IB_P26-P27_IDA_1.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20130115_Ecoli_IB_P07-P39_IDA_1.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20130115_Ecoli_IB_P11-P30_IDA_1.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20130115_Ecoli_IB_P18-P38_IDA_1.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130221_Ecoli_M9_control_001.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130221_Ecoli_M9_control_002.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130221_Ecoli_M9_control_003.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130422_Ecoli_standard_01.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130422_Ecoli_standard_02.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130422_Ecoli_standard_03.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130422_Ecoli_standard_04.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130422_Ecoli_standard_05.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130422_Ecoli_standard_06.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_01.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_02.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_03.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_04.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_05.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_06.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_07.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_08.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_09.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_10.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_11.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_12.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_13.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_14.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_15.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_16.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_17.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_18.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_19.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_21.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_22.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_23.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130530_Ecoli_OGE_frac_24.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20130724_Ecoli_OGE_frac_20.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_01.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_02.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_03.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_04.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_05.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_06.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_07.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_08.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_09.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_10.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_11.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_12.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_13.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_14.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_15.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_16.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_17.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_18.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_19.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_20.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_21.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_22.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_23.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20131002_Ecoli_OGE_frac_24.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Not applicable	20140324_Ecoli_peptides_1809_1.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Not applicable	20140324_Ecoli_peptides_1809_2.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Not applicable	20140324_Ecoli_peptides_1810_1.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Not applicable	20140324_Ecoli_peptides_1810_2.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Not applicable	20140324_Ecoli_peptides_1811_1.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Not applicable	20140324_Ecoli_peptides_1811_2.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Not applicable	20140324_Ecoli_peptides_1812_1.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Not applicable	20140324_Ecoli_peptides_1812_2.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Not applicable	20140325_Ecoli_peptides_1809_3.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Not applicable	20140325_Ecoli_peptides_1810_3.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Not applicable	20140325_Ecoli_peptides_1811_3.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Not applicable	20140325_Ecoli_peptides_1812_2-35gradient_1.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_1.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_10.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_11.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_12.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_13.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_14.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_15.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_16.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_17.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_18.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_19.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_2.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_20.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_21.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_22.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_23.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_24.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_25.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_26.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_27.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_28.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_29.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_3.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_30.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_31.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_32.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_33.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_34.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_35.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_36.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_37.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_38.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_39.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_4.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_40.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_41.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_42.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_43.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_44.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_45.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_46.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_47.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_5.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_6.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_7.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_8.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140606_DMSon_Ecoli_9.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140625_nano_Ecoli_IDA_1.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140625_nano_Ecoli_IDA_2.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140625_nano_Ecoli_IDA_3.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140625_nano_Ecoli_IDA_4.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140625_nano_Ecoli_IDA_5.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	Escherichia coli str. K-12	20140625_nano_Ecoli_IDA_6.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20140814_Ecoli_ASKAneg_P03.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20140814_Ecoli_ASKAneg_P04-P23.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20140814_Ecoli_ASKAneg_P06.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20140814_Ecoli_ASKAneg_P08-P33.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20140814_Ecoli_ASKAneg_P10-P34.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20140814_Ecoli_ASKAneg_P15.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20140814_Ecoli_ASKAneg_P17.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20140814_Ecoli_ASKAneg_P19.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20140814_Ecoli_ASKAneg_P20-P13.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20140814_Ecoli_ASKAneg_P21.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20140814_Ecoli_ASKAneg_P22-P43.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20140814_Ecoli_ASKAneg_P28-P41.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20140814_Ecoli_ASKAneg_P32.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20140814_Ecoli_ASKAneg_P42-P02.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20140814_Ecoli_ASKAneg_P48.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20140814_Ecoli_ASKAneg_P50.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
PXD020785	ASKA(-) library Host Cell K-12 AG1(ME5305)	20140814_Ecoli_ASKAneg_P51.wiff.scan	uniprot_UP000000625_17-11-22_K12	TRUE	Wrong Format/DIA	
