source name	characteristics[organism]	characteristics[organism part]	characteristics[strain/breed]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	technology type	assay name	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[label]	comment[file uri]
Run10_carrier_cells_1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	80	Proteomic profiling by mass spectrometry	run 10	1	20221220_Ec_01_RZ_SBP_Exp10.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp10.raw
Run10_carrier_cells_2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	81	Proteomic profiling by mass spectrometry	run 10	1	20221220_Ec_01_RZ_SBP_Exp10.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp10.raw
Run11_cell1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	82	Proteomic profiling by mass spectrometry	run 11	1	20221220_Ec_01_RZ_SBP_Exp11.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp11.raw
Run11_cell2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	83	Proteomic profiling by mass spectrometry	run 11	1	20221220_Ec_01_RZ_SBP_Exp11.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp11.raw
Run11_cell3	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	84	Proteomic profiling by mass spectrometry	run 11	1	20221220_Ec_01_RZ_SBP_Exp11.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp11.raw
Run11_cell4_and_5	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	85	Proteomic profiling by mass spectrometry	run 11	1	20221220_Ec_01_RZ_SBP_Exp11.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp11.raw
Run11_cell6_and_7	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	86	Proteomic profiling by mass spectrometry	run 11	1	20221220_Ec_01_RZ_SBP_Exp11.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp11.raw
Run11_cell8_and_9	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	87	Proteomic profiling by mass spectrometry	run 11	1	20221220_Ec_01_RZ_SBP_Exp11.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp11.raw
Run11_carrier_cells_1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	88	Proteomic profiling by mass spectrometry	run 11	1	20221220_Ec_01_RZ_SBP_Exp11.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp11.raw
Run11_carrier_cells_2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	89	Proteomic profiling by mass spectrometry	run 11	1	20221220_Ec_01_RZ_SBP_Exp11.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp11.raw
Run12_cell1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	90	Proteomic profiling by mass spectrometry	run 12	1	20221220_Ec_01_RZ_SBP_Exp12.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp12.raw
Run12_cell2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	91	Proteomic profiling by mass spectrometry	run 12	1	20221220_Ec_01_RZ_SBP_Exp12.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp12.raw
Run12_cell3	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	92	Proteomic profiling by mass spectrometry	run 12	1	20221220_Ec_01_RZ_SBP_Exp12.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp12.raw
Run12_cell4_and_5	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	93	Proteomic profiling by mass spectrometry	run 12	1	20221220_Ec_01_RZ_SBP_Exp12.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp12.raw
Run12_cell6_and_7	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	94	Proteomic profiling by mass spectrometry	run 12	1	20221220_Ec_01_RZ_SBP_Exp12.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp12.raw
Run12_cell8_and_9	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	95	Proteomic profiling by mass spectrometry	run 12	1	20221220_Ec_01_RZ_SBP_Exp12.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp12.raw
Run12_carrier_cells_1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	96	Proteomic profiling by mass spectrometry	run 12	1	20221220_Ec_01_RZ_SBP_Exp12.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp12.raw
Run12_carrier_cells_2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	97	Proteomic profiling by mass spectrometry	run 12	1	20221220_Ec_01_RZ_SBP_Exp12.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp12.raw
Run13_cell1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	98	Proteomic profiling by mass spectrometry	run 13	1	20221220_Ec_01_RZ_SBP_Exp13.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp13.raw
Run13_cell2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	99	Proteomic profiling by mass spectrometry	run 13	1	20221220_Ec_01_RZ_SBP_Exp13.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp13.raw
Run13_cell3	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	100	Proteomic profiling by mass spectrometry	run 13	1	20221220_Ec_01_RZ_SBP_Exp13.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp13.raw
Run13_cell4_and_5	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	101	Proteomic profiling by mass spectrometry	run 13	1	20221220_Ec_01_RZ_SBP_Exp13.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp13.raw
Run13_cell6_and_7	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	102	Proteomic profiling by mass spectrometry	run 13	1	20221220_Ec_01_RZ_SBP_Exp13.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp13.raw
Run13_cell8_and_9	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	103	Proteomic profiling by mass spectrometry	run 13	1	20221220_Ec_01_RZ_SBP_Exp13.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp13.raw
Run13_carrier_cells_1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	104	Proteomic profiling by mass spectrometry	run 13	1	20221220_Ec_01_RZ_SBP_Exp13.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp13.raw
Run13_carrier_cells_2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	105	Proteomic profiling by mass spectrometry	run 13	1	20221220_Ec_01_RZ_SBP_Exp13.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp13.raw
Run14_cell1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	106	Proteomic profiling by mass spectrometry	run 14	1	20221220_Ec_01_RZ_SBP_Exp14.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp14.raw
Run14_cell2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	107	Proteomic profiling by mass spectrometry	run 14	1	20221220_Ec_01_RZ_SBP_Exp14.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp14.raw
Run14_cell3	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	108	Proteomic profiling by mass spectrometry	run 14	1	20221220_Ec_01_RZ_SBP_Exp14.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp14.raw
Run14_cell4_and_5	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	109	Proteomic profiling by mass spectrometry	run 14	1	20221220_Ec_01_RZ_SBP_Exp14.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp14.raw
Run14_cell6_and_7	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	110	Proteomic profiling by mass spectrometry	run 14	1	20221220_Ec_01_RZ_SBP_Exp14.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp14.raw
Run14_cell8_and_9	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	111	Proteomic profiling by mass spectrometry	run 14	1	20221220_Ec_01_RZ_SBP_Exp14.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp14.raw
Run14_carrier_cells_1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	112	Proteomic profiling by mass spectrometry	run 14	1	20221220_Ec_01_RZ_SBP_Exp14.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp14.raw
Run14_carrier_cells_2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	113	Proteomic profiling by mass spectrometry	run 14	1	20221220_Ec_01_RZ_SBP_Exp14.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp14.raw
Run15_cell1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	114	Proteomic profiling by mass spectrometry	run 15	1	20221220_Ec_01_RZ_SBP_Exp15.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp15.raw
Run15_cell2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	115	Proteomic profiling by mass spectrometry	run 15	1	20221220_Ec_01_RZ_SBP_Exp15.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp15.raw
Run15_cell3	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	116	Proteomic profiling by mass spectrometry	run 15	1	20221220_Ec_01_RZ_SBP_Exp15.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp15.raw
Run15_cell4_and_5	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	117	Proteomic profiling by mass spectrometry	run 15	1	20221220_Ec_01_RZ_SBP_Exp15.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp15.raw
Run15_cell6_and_7	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	118	Proteomic profiling by mass spectrometry	run 15	1	20221220_Ec_01_RZ_SBP_Exp15.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp15.raw
Run15_cell8_and_9	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	Not applicable	Prokaryotic cell	119	Proteomic profiling by mass spectrometry	run 15	1	20221220_Ec_01_RZ_SBP_Exp15.raw	1	Label free sample	Orbitrap Eclipse Tribrid	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35 %	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp15.raw
