source name	characteristics[biological replicate]	characteristics[cell type]	characteristics[disease]	characteristics[organism part]	characteristics[organism]	characteristics[strain/breed]	characteristics[treatment]	technology type	assay name	comment[alkylation reagent]	comment[cleavage agent details]	comment[collision energy]	comment[data file]	comment[dissociation method]	comment[file uri]	comment[fraction identifier]	comment[fragment mass tolerance]	comment[instrument]	comment[label]	comment[modification parameters]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[technical replicate]	comment[tool metadata]
sample 95	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 95	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_4.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_4.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 96	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 96	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_40.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_40.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 97	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 97	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_41.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_41.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 98	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 98	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_42.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_42.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 99	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 99	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_43.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_43.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 100	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 100	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_44.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_44.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 101	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 101	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_45.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_45.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 102	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 102	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_46.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_46.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 103	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 103	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_47.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_47.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 104	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 104	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_48.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_48.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 105	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 105	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_49.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_49.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 106	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 106	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_5.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_5.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 107	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 107	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_50.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_50.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 108	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 108	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_51.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_51.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 109	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 109	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_52.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_52.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 110	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 110	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_53.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_53.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 111	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 111	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_54.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_54.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 112	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 112	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_55.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_55.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 113	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 113	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_56.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_56.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 114	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 114	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_57.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_57.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 115	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 115	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_58.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_58.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 116	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 116	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_59.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_59.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 117	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 117	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_6.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_6.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 118	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 118	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_60.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_60.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 119	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 119	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_61.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_61.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 120	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 120	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_62.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_62.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 121	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 121	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_63.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_63.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 122	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 122	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_64.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_64.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 123	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 123	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_65.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_65.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 124	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 124	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_66.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_66.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 125	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 125	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_67.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_67.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 126	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 126	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_68.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_68.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 127	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 127	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_69.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_69.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 128	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 128	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_7.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_7.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 129	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 129	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_70.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_70.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 130	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 130	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_71.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_71.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 131	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 131	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_72.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_72.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 132	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 132	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_73.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_73.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 133	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 133	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_74.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_74.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 134	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 134	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_75.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_75.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 135	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 135	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_76.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_76.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 136	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 136	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_77.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_77.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 137	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 137	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_78.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_78.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 138	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 138	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_79.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_79.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 139	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 139	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_8.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_8.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 140	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 140	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_80.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_80.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
