source name	characteristics[organism]	characteristics[organism part]	characteristics[strain/breed]	characteristics[disease]	characteristics[cell type]	characteristics[treatment]	characteristics[biological replicate]	technology type	assay name	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[file uri]
sample 344	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 344	Not available	allSpectra.HCD.FTMS.iso_364.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_364.apl
sample 345	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 345	Not available	allSpectra.HCD.FTMS.iso_365.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_365.apl
sample 346	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 346	Not available	allSpectra.HCD.FTMS.iso_37.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_37.apl
sample 347	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 347	Not available	allSpectra.HCD.FTMS.iso_38.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_38.apl
sample 348	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 348	Not available	allSpectra.HCD.FTMS.iso_39.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_39.apl
sample 349	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 349	Not available	allSpectra.HCD.FTMS.iso_4.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_4.apl
sample 350	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 350	Not available	allSpectra.HCD.FTMS.iso_40.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_40.apl
sample 351	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 351	Not available	allSpectra.HCD.FTMS.iso_41.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_41.apl
sample 352	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 352	Not available	allSpectra.HCD.FTMS.iso_42.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_42.apl
sample 353	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 353	Not available	allSpectra.HCD.FTMS.iso_43.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_43.apl
sample 354	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 354	Not available	allSpectra.HCD.FTMS.iso_44.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_44.apl
sample 355	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 355	Not available	allSpectra.HCD.FTMS.iso_45.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_45.apl
sample 356	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 356	Not available	allSpectra.HCD.FTMS.iso_46.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_46.apl
sample 357	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 357	Not available	allSpectra.HCD.FTMS.iso_47.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_47.apl
sample 358	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 358	Not available	allSpectra.HCD.FTMS.iso_48.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_48.apl
sample 359	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 359	Not available	allSpectra.HCD.FTMS.iso_49.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_49.apl
sample 360	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 360	Not available	allSpectra.HCD.FTMS.iso_5.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_5.apl
sample 361	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 361	Not available	allSpectra.HCD.FTMS.iso_50.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_50.apl
sample 362	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 362	Not available	allSpectra.HCD.FTMS.iso_51.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_51.apl
sample 363	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 363	Not available	allSpectra.HCD.FTMS.iso_52.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_52.apl
sample 364	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 364	Not available	allSpectra.HCD.FTMS.iso_53.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_53.apl
sample 365	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 365	Not available	allSpectra.HCD.FTMS.iso_54.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_54.apl
sample 366	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 366	Not available	allSpectra.HCD.FTMS.iso_55.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_55.apl
sample 367	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 367	Not available	allSpectra.HCD.FTMS.iso_56.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_56.apl
sample 368	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 368	Not available	allSpectra.HCD.FTMS.iso_57.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_57.apl
sample 369	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 369	Not available	allSpectra.HCD.FTMS.iso_58.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_58.apl
sample 370	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 370	Not available	allSpectra.HCD.FTMS.iso_59.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_59.apl
sample 371	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 371	Not available	allSpectra.HCD.FTMS.iso_6.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_6.apl
sample 372	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 372	Not available	allSpectra.HCD.FTMS.iso_60.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_60.apl
sample 373	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 373	Not available	allSpectra.HCD.FTMS.iso_61.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_61.apl
sample 374	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 374	Not available	allSpectra.HCD.FTMS.iso_62.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_62.apl
sample 375	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 375	Not available	allSpectra.HCD.FTMS.iso_63.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_63.apl
sample 376	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 376	Not available	allSpectra.HCD.FTMS.iso_64.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_64.apl
sample 377	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 377	Not available	allSpectra.HCD.FTMS.iso_65.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_65.apl
sample 378	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 378	Not available	allSpectra.HCD.FTMS.iso_66.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_66.apl
sample 379	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 379	Not available	allSpectra.HCD.FTMS.iso_67.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_67.apl
sample 380	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 380	Not available	allSpectra.HCD.FTMS.iso_68.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_68.apl
sample 381	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 381	Not available	allSpectra.HCD.FTMS.iso_69.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_69.apl
sample 382	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 382	Not available	allSpectra.HCD.FTMS.iso_7.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_7.apl
sample 383	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 383	Not available	allSpectra.HCD.FTMS.iso_70.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_70.apl
sample 384	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 384	Not available	allSpectra.HCD.FTMS.iso_71.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_71.apl
sample 385	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 385	Not available	allSpectra.HCD.FTMS.iso_72.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_72.apl
sample 386	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 386	Not available	allSpectra.HCD.FTMS.iso_73.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_73.apl
sample 387	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 387	Not available	allSpectra.HCD.FTMS.iso_74.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_74.apl
sample 388	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 388	Not available	allSpectra.HCD.FTMS.iso_75.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_75.apl
sample 389	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 389	Not available	allSpectra.HCD.FTMS.iso_76.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_76.apl
sample 390	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 390	Not available	allSpectra.HCD.FTMS.iso_77.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_77.apl
