source name	characteristics[biological replicate]	characteristics[cell type]	characteristics[disease]	characteristics[organism part]	characteristics[organism]	characteristics[strain/breed]	characteristics[treatment]	characteristics[growth condition]	characteristics[enrichment process]	technology type	assay name	comment[alkylation reagent]	comment[cleavage agent details]	comment[collision energy]	comment[data file]	comment[dissociation method]	comment[file uri]	comment[fraction identifier]	comment[fraction]	comment[fractionation method]	comment[fragment mass tolerance]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[technical replicate]	comment[tool metadata]	Factor value[fraction]	Factor value[growth condition]
Auxotroph_internal_standard	2	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 42	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0251_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0251_c_gch.raw	2	dtt fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	dtt fraction	auxotroph
Auxotroph_internal_standard	3	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 43	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0252_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0252_c_gch.raw	2	dtt fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	dtt fraction	auxotroph
Auxotroph_internal_standard	4	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 44	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0253_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0253_c_gch.raw	2	dtt fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	dtt fraction	auxotroph
Auxotroph_internal_standard	5	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 45	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0254_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0254_c_gch.raw	2	dtt fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	dtt fraction	auxotroph
Auxotroph_internal_standard	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 46	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0257_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0257_c_gch.raw	3	Guanidine fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	Guanidine fraction	auxotroph
Auxotroph_internal_standard	2	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 47	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0258_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0258_c_gch.raw	3	Guanidine fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	Guanidine fraction	auxotroph
Auxotroph_internal_standard	3	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 48	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0259_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0259_c_gch.raw	3	Guanidine fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	Guanidine fraction	auxotroph
Auxotroph_internal_standard	4	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 49	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0260_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0260_c_gch.raw	3	Guanidine fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	Guanidine fraction	auxotroph
Auxotroph_internal_standard	5	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 50	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0261_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0261_c_gch.raw	3	Guanidine fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	Guanidine fraction	auxotroph
Auxotroph_internal_standard	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 51	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0265_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0265_c_gch.raw	3	Guanidine fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	Guanidine fraction	auxotroph
Auxotroph_internal_standard	2	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 52	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0266_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0266_c_gch.raw	3	Guanidine fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	Guanidine fraction	auxotroph
Auxotroph_internal_standard	3	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 53	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0267_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0267_c_gch.raw	3	Guanidine fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	Guanidine fraction	auxotroph
Auxotroph_internal_standard	4	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 54	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0268_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0268_c_gch.raw	3	Guanidine fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	Guanidine fraction	auxotroph
Auxotroph_internal_standard	5	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 55	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0269_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0269_c_gch.raw	3	Guanidine fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	Guanidine fraction	auxotroph
Auxotroph_internal_standard	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 56	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0272_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0272_c_gch.raw	3	Guanidine fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	Guanidine fraction	auxotroph
Auxotroph_internal_standard	2	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 57	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0273_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0273_c_gch.raw	3	Guanidine fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	Guanidine fraction	auxotroph
Auxotroph_internal_standard	3	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 58	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0274_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0274_c_gch.raw	3	Guanidine fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	Guanidine fraction	auxotroph
Auxotroph_internal_standard	4	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 59	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0275_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0275_c_gch.raw	3	Guanidine fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	Guanidine fraction	auxotroph
Auxotroph_internal_standard	5	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 60	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0276_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0276_c_gch.raw	3	Guanidine fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	Guanidine fraction	auxotroph
Auxotroph_internal_standard	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 61	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0279_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0279_c_gch.raw	3	Guanidine fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	Guanidine fraction	auxotroph
Auxotroph_internal_standard	2	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. MG1655	Not applicable	auxotroph	Streptavidin - Biotin Pulldown	Proteomic profiling by mass spectrometry	run 62	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"		QE170208_0280_c_gch.raw	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD020249/QE170208_0280_c_gch.raw	3	Guanidine fraction	Fractionation_method	20 ppm	Q Exactive	SILAC heavy	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Variable;PP=Anywhere;TA=['C']"	"NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	"NT=Label:15N(2);AC=995;CF=N(-2) 15N(2);MM=1.99407;MT=Variable;PP=Anywhere;TA=['K']"	"NT=Label:15N(4);AC=897;CF=N(-4) 15N(4);MM=3.98814;MT=Variable;PP=Anywhere;TA=['R']"	"NT=Biotin:Thermo-21341;AC=290;CF=H(32) C(19) N(4) O(3) S(2);MM=428.191582;MT=Variable;PP=Anywhere;TA=['C']"	6 ppm	DTT	1	lesSDRF v0.1.0	Guanidine fraction	auxotroph
